text,drugs,symptoms,relations
"I had severe bladder prolapse, and was prescribed macrobid for a bladder infection. 2tabs/day. I was to have surgery in a few weeks.  1 tab each morning and 1 at night. after the first dose I began to feel a little tired, but after the second dose I became very ill. weakness of my leg muscle,severe shortness of breath,inability to walk 5ft to my bathroom without a walker, I was transported to my local hospital on oxygen and was hospitalized for four days. my lungs filled with fluid and I was dianosed with pneumonia and sent home. After a few weeks I still needed treatment for the infection before surgery and was told to continue with the remainder of the medicine and the same thing happened, only not as severe as before and we found out it was an allergic reaction to the macrobid. I was treated and released the same day. with my chart being tagged severe allergy to macrobid. and all ingredients. it was discovered I had a possible allergy to sulfurRead More Read Less",['macrobid'],"['bladder infection', 'feel a little tired', 'severe bladder prolapse', 'severe shortness of breath', 'lungs filled with fluid', 'inability to walk 5ft to my bathroom without a walker', 'possible allergy to sulfur', 'weakness of my leg muscle', 'pneumonia']","[('macrobid', 'has_adverse_drug_reaction', 'feel a little tired'), ('macrobid', 'has_adverse_drug_reaction', 'weakness of my leg muscle'), ('macrobid', 'has_adverse_drug_reaction', 'severe shortness of breath'), ('macrobid', 'has_adverse_drug_reaction', 'inability to walk 5ft to my bathroom without a walker'), ('macrobid', 'has_adverse_drug_reaction', 'lungs filled with fluid'), ('macrobid', 'has_adverse_drug_reaction', 'pneumonia')]"
"I had a severe allergic reaction to macrobid , statred with severe itching on my scalp followed extreme swelling on my arms it was so itchy   ... had red rashes traveling to all different parts of my body -rash on face , arms red botches all over   horrible never had an allergy to any other medication   macrobid should be banned !!! i had to take prednisone and zyrtec for 2 weeks    HORRIBLE SYMPTOMS LASTED FOR 1 MONTH... scary drug !!!!!!!!","['macrobid', 'prednisone', 'zyrtec']","['extreme swelling on my arms', 'had red rashes traveling to all different parts of my body -rash on face , arms red botches all over', 'severe itching on my scalp']","[('macrobid', 'has_adverse_drug_reaction', 'severe itching on my scalp'), ('macrobid', 'has_adverse_drug_reaction', 'extreme swelling on my arms'), ('macrobid', 'has_adverse_drug_reaction', 'had red rashes traveling to all different parts of my body -rash on face , arms red botches all over')]"
opposed to everyone elses opnion I am very satisfied with the macrobid. I take the pill twice daily and after intercourse. before taking macrobid I suffered a kidney infection and 4 utis within 3 months. the only side effect I suffered from was nausea once due to not taking the pill with food.,['macrobid'],"['nausea', 'kidney infection', '4 utis within 3 months']","[('macrobid', 'has_adverse_drug_reaction', 'nausea')]"
"First time took macrobid experienced some dizziness but that was it. Second time on day 4 felt awful body aches,chills, dizziness, nausea,even developed weird cough. Problem is the drug works fast and good for uti so doctor said to try one more time. Third time day 1 started with dizziness, bad headache, body aches, nausea, weakness and flu like symptoms again. Not sure how this drug is still allowed on market. Yes it works to fight the infection but at what cost?",['macrobid'],"['flu like symptoms', 'awful body aches', 'weird cough', 'chills', 'weakness', 'nausea', 'body aches', 'dizziness', 'bad headache']","[('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_adverse_drug_reaction', 'awful body aches'), ('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_adverse_drug_reaction', 'nausea'), ('macrobid', 'has_adverse_drug_reaction', 'weird cough'), ('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_adverse_drug_reaction', 'bad headache'), ('macrobid', 'has_adverse_drug_reaction', 'body aches'), ('macrobid', 'has_adverse_drug_reaction', 'nausea'), ('macrobid', 'has_adverse_drug_reaction', 'weakness'), ('macrobid', 'has_adverse_drug_reaction', 'flu like symptoms')]"
"I have been having on-again-off again UTIs for the last 19 months.  My doctor always put me on cipro and it always helped.  One night I was suffering from a bad UTI and went to an urgent care clinic and the doctor/PA said that he would prescribe me macrobid because he didn't know of a time that it didn't clear out the infection. I took it and thought 'oh great! It'll be gone for good.'.  I finished the medication and 2 days later I swelled up around the face (although luckily not enough to cut off the breathing) and I spent my Saturday taking benedryl.  After all day of it not working I went back to the urgent care clinic and was given predinsone and pepcid.  Although both helped, the swelling has not fully gone away. Although I do have allergies, I did NOTHING that day that could have given me a reaction like this.  I am wondering if it is possible it is still a side effect/reaction to the drug since I had just finished off the medication a night or two before.  I have had all kinds of blood tests for autoimmune disorders and thyroid problems, more recently any allergies and all the tests are normal. This is the only thing that makes me wonder if it was this drug.  I did not really have any issues with it while taking it (except after a few days it made me so sick, despite weather or not I ate with it.) I asked the pharmacist after the initial swelling and he said it was for sure an allergy, would this 'allergy' still be hanging around?  I took the medication 2 weeks before Christmas.Read More Read Less",['flu like symptoms'],['flu like symptoms'],"[('flu like symptoms', 'has_positive_reaction', 'flu like symptoms'), ('flu like symptoms', 'has_adverse_drug_reaction', 'flu like symptoms'), ('flu like symptoms', 'has_negative_reaction', 'flu like symptoms'), ('flu like symptoms', 'has_positive_reaction', 'flu like symptoms'), ('flu like symptoms', 'has_positive_reaction', 'flu like symptoms'), ('flu like symptoms', 'has_adverse_drug_reaction', 'flu like symptoms')]"
"I had my first ever UTI in July and was prescribed Macrobid. I've been on antibiotics before for other things but this was the WORST antibiotic I have ever taken. I feel so strongly about this medication that I really just want to tell people about my experience with it and hopefully caution some against taking it. I hardly ever review things but this was an awful medication. I guess the dosage was too high but macrobid left me with awful stomach problems (i think it might've even been colitis) that persisted long after I finished my dosage. Sure, it cleared up my UTI but at the expense of messing up other bodily functions. If you can avoid taking this, please do. I had another UTI later and was put on Cipro- it worked SO much better and I had pretty much no side effects with it. Read More Read Less","['Cipro', 'Macrobid', 'macrobid']","['awful stomach problems', 'UTI', 'colitis']","[('macrobid', 'has_adverse_drug_reaction', 'awful stomach problems'), ('macrobid', 'has_adverse_drug_reaction', 'colitis'), ('macrobid', 'has_positive_reaction', 'UTI'), ('Cipro', 'has_adverse_drug_reaction', 'UTI')]"
"Was first prescribed sulfamethoxazole which gave me chills, fever and headache then was prescribed macrobid which gave me an even worse head pain, nausea, dizziness.  I stopped taking after one day and am still am still experiencing weird head pains with some dizziness.  Will wait until the medication is out of my system as hopefully the head pain goes away before I start to take cipro which I have taken before with no problems.  I just hope my weird head pains go away.  This med should definitely be taken off the market.Read More Read Less","['sulfamethoxazole', 'cipro', 'macrobid']","['weird head pains', 'chills', 'worse head pain', 'headache', 'fever', 'nausea', 'dizziness']","[('sulfamethoxazole', 'has_adverse_drug_reaction', 'chills'), ('sulfamethoxazole', 'has_adverse_drug_reaction', 'fever'), ('sulfamethoxazole', 'has_adverse_drug_reaction', 'headache'), ('macrobid', 'has_adverse_drug_reaction', 'nausea'), ('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_negative_reaction', 'worse head pain'), ('macrobid', 'has_adverse_drug_reaction', 'weird head pains'), ('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_adverse_drug_reaction', 'weird head pains')]"
I found macrobid to be effective in quickly curing my urinary tract infection. The only problem I had was I had some discomfort in my hemmorridial area but that only lasted a couple days.,['macrobid'],"['urinary tract infection', 'discomfort in my hemmorridial area']","[('macrobid', 'has_positive_reaction', 'urinary tract infection'), ('macrobid', 'has_adverse_drug_reaction', 'discomfort in my hemmorridial area')]"
"I have been prescribed macrobid twice this year for UTI, both prescribed twice daily for five days. The first time was fine. This second round though has been hell. My body hurts, mild chills, and worst of all Iâve had a tension headache/neck ache for 2 days now. My head has been pounding and truly debilitating over our long thanksgiving weekend. Iâm also upset bc the doctor I spoke to said that macrobid is not known to cause severe headaches. These reviews made me feel valid. I had one pill left and have decided I wonât be taking it. Never again will I take this. There has to be other options.  Read More Read Less",['macrobid'],"['tension headache', 'neck ache', 'mild chills', 'UTI', 'body hurts', 'head has been pounding']","[('macrobid', 'has_adverse_drug_reaction', 'body hurts'), ('macrobid', 'has_adverse_drug_reaction', 'mild chills'), ('macrobid', 'has_adverse_drug_reaction', 'tension headache'), ('macrobid', 'has_adverse_drug_reaction', 'neck ache'), ('macrobid', 'has_adverse_drug_reaction', 'head has been pounding')]"
"I was prescribed macrobid, for 7 days. on day 5 i developed dizziness, weakness, muscle and joint aches, sensitive skin, feels like I canÃ¢??t take a full breath without my lungs feeling shaky, headaches, hot flashes. and the icing on the cake is that i STILL have uti dysuria and frequency so I will most likely need another antibiotic after this. Some people take this drugs with no side effects and others donÃ¢??t do so well with it. really crappy that I still have a uti though which was very mild to begin with because I caught it right away and got meds. This is the first time iÃ¢??ve ever taken a round of antibiotics that didnÃ¢??t work. and i very rarely take antibiotics Read More Read Less","['macrobid', 'antibiotic']","['uti dysuria and frequency', 'headaches', 'feels like I canÃ¢??t take a full breath without my lungs feeling shaky', 'weakness', 'hot flashes', 'muscle and joint aches', 'dizziness', 'sensitive skin']","[('macrobid', 'has_adverse_drug_reaction', 'dizziness'), ('macrobid', 'has_adverse_drug_reaction', 'weakness'), ('macrobid', 'has_adverse_drug_reaction', 'muscle and joint aches'), ('macrobid', 'has_adverse_drug_reaction', 'sensitive skin'), ('macrobid', 'has_adverse_drug_reaction', 'feels like I canÃ¢??t take a full breath without my lungs feeling shaky'), ('macrobid', 'has_adverse_drug_reaction', 'headaches'), ('macrobid', 'has_adverse_drug_reaction', 'hot flashes'), ('macrobid', 'has_negative_reaction', 'uti dysuria and frequency')]"
i have taken ibuprofen for a long time( 10+) years off and on for back and leg pain. it has really done a good job of taking care of my pain-80% relieved. just in the last couple of months i have been having a real bad problem with my stomach and intestines hurting. i thought it was a virus. i quit taking it.after 2 days i resumed taking the ibuprofen and my stomach hurt so bad that i couldn't drink my coffee in the morning. i have never had ulcers. it felt like there were razor blades in my stomach. all i can say is that you can take the medicine for what seems like forever and then....you have to figure out something else to manage the pain. i know now that my life will not be the same and that i will have to manage my pain with acetaminophen(tylenol). i hope that i can get used to living with out the inflammation relief because tylenol is not an nsaid.Read More Read Less,"['ibuprofen', 'acetaminophen', 'tylenol']","['stomach hurt so bad', 'back and leg pain', 'felt like there were razor blades in my stomach', 'stomach and intestines hurting']","[('ibuprofen', 'has_positive_reaction', 'back and leg pain'), ('ibuprofen', 'has_adverse_drug_reaction', 'stomach and intestines hurting'), ('ibuprofen', 'has_adverse_drug_reaction', 'stomach hurt so bad'), ('ibuprofen', 'has_adverse_drug_reaction', 'felt like there were razor blades in my stomach')]"
"Ibuprofen my beloved. It has gotten me through some of my worst days. I often have joint pain caused by eds, headaches from bright lights, and painful periods and let me tell you, ibuprofen is a life saver for all of those situations. I've only had a few really bad migranes where it hasn't helped. 10/10 from a chronic pain haver.","['ibuprofen', 'Ibuprofen']","['headaches from bright lights', 'painful periods', 'joint pain', 'really bad migranes']","[('Ibuprofen', 'has_positive_reaction', 'joint pain'), ('Ibuprofen', 'has_positive_reaction', 'headaches from bright lights'), ('Ibuprofen', 'has_positive_reaction', 'painful periods')]"
Is taking more than recommended ibuprofen for back and muscle pain asking for kidney or liver problems?,['ibuprofen'],"['kidney or liver problems', 'back and muscle pain']",[]
"as i am alergic to many drugs, and take none, except my throid pill, ibuprofen is the correct pain killer for me. However, as my body is not accustomed to medication even 200 mg puts me to sleep, or makes me very tired.",['ibuprofen'],"['makes me very tired', 'puts me to sleep']","[('ibuprofen', 'has_adverse_drug_reaction', 'puts me to sleep'), ('ibuprofen', 'has_adverse_drug_reaction', 'makes me very tired')]"
"I experienced whole body pain due to dancing practices for several hours of the week. Tried taking ibuprofen, it gave me eye allergy. My eye bulge and I also experienced some chest pain.",['ibuprofen'],"['chest pain', 'eye bulge', 'whole body pain', 'eye allergy']","[('ibuprofen', 'has_adverse_drug_reaction', 'eye allergy'), ('ibuprofen', 'has_adverse_drug_reaction', 'eye bulge'), ('ibuprofen', 'has_adverse_drug_reaction', 'chest pain')]"
So i gave birth to my son vaginally with no drugs and had alot of pressure in my lower back so of course after he came out i was in pain and they prescribed 600 mg ibuprofen and it didnt really help me with pain and i got two of the seven very rare but serious side effects and it said to seek medical attention immediatly i havent spoken to anyone yet cause i just read the side effects five minutes ago so im kinda scared but the moral of this story is you should always read the side effects to any drugs before u take them so you will know as soon as u get any of them.Read More Read Less,['ibuprofen'],"['alot of pressure in my lower back', 'pain']","[('ibuprofen', 'has_negative_reaction', 'pain')]"
"Dr. prescribed Ibuprofen 800 to be taken before my endometrial biopsy. I did and then took it again 16 hours later for pain and 1 more time 12 hours after that. I have never had any allergic reaction to regular ibuprofen before but this was causing faintness, nausea, and the absolute worse red rash that has spread across my abdomen, breasts, back, inner thighs and neck. Dr. gave me antihistamines, does not think it is the drug caused the rash but I stopped taking it anyway. The dizziness, faintness, and nausea have subsided but the rash is still on my abdomen and parts of my back and cartilage of one of my ears. It is so itchy! It worked for pain but NOT worth it for the side effects. I will not be taking it or the basic OTC ibuprofen again.Read More Read Less","['ibuprofen', 'antihistamines', 'Ibuprofen']","['itchy', 'faintness', 'absolute worse red rash', 'nausea', 'dizziness']","[('ibuprofen', 'has_adverse_drug_reaction', 'faintness'), ('ibuprofen', 'has_adverse_drug_reaction', 'nausea'), ('ibuprofen', 'has_adverse_drug_reaction', 'absolute worse red rash'), ('ibuprofen', 'has_adverse_drug_reaction', 'dizziness'), ('ibuprofen', 'has_adverse_drug_reaction', 'itchy')]"
The ibuprofen can only remedy so much especially with the inflammation.  It is hard when it wears off about 4 hours later because the pain comes back even more intense.  The pain that I am treating is bulging discs.  I do not know what else to do because the hardcore pain medicine cannot be used at work since it causes sleepiness.,"['ibuprofen', 'hardcore pain medicine']","['bulging discs', 'sleepiness', 'inflammation']","[('ibuprofen', 'has_negative_reaction', 'inflammation'), ('hardcore pain medicine', 'has_adverse_drug_reaction', 'sleepiness')]"
"Since taking ibuprofen for a headache I have noticed a massive increase in the size of my penis, it is now almost 14 inches long. Anyone else had this side effect?",['ibuprofen'],"['massive increase in the size of my penis', 'headache']","[('ibuprofen', 'has_adverse_drug_reaction', 'massive increase in the size of my penis')]"
"I am experiencing a NEW allergy to taking ibuprofen,not sure why, but within 2 hours, I develop full blown head cold, sore throat, and asthma symptoms.  Scary.  will NOT take it any more, but not sure why it just came on, I am 61 yrs old, and never had this problem before.",['ibuprofen'],"['full blown head cold', 'sore throat', 'asthma symptoms']","[('ibuprofen', 'has_adverse_drug_reaction', 'full blown head cold'), ('ibuprofen', 'has_adverse_drug_reaction', 'sore throat'), ('ibuprofen', 'has_adverse_drug_reaction', 'asthma symptoms')]"
"My neck is fused (C2-6) and I have degenerative disc disease and arthritis in it.  When taking ibuprofen 800 mg I become extremely agitated, suffer sleeplessness, and anxious.  Will not use again at any dosage.",['ibuprofen'],"['sleeplessness', 'extremely agitated', 'anxious']","[('ibuprofen', 'has_adverse_drug_reaction', 'extremely agitated'), ('ibuprofen', 'has_adverse_drug_reaction', 'sleeplessness'), ('ibuprofen', 'has_adverse_drug_reaction', 'anxious')]"
"It took me years to figure out that ibuprofen was actually CAUSING my headaches. It would initially help the pain of my headache, but I would get a rebound headache that was much worse, causing me to take more ibuprofen... Nothing else seemed to touch the pain, until I stopped cold turkey. I started taking daily magnesium supplements (400mg) along with calcium pills and B-Complex, stopped drinking diet sodas and drink water instead, and my headaches went away completely. I get 2-3 per year now and Tylenol does the trick. If you find yourself taking lots of ibuprofen, consider stopping it for 2 weeks and trying Aleve instead. Read More Read Less","['ibuprofen', 'Tylenol', 'calcium pills', 'B-Complex', 'Aleve', 'magnesium supplements']","['rebound headache', 'headaches']","[('ibuprofen', 'has_adverse_drug_reaction', 'headaches'), ('ibuprofen', 'has_adverse_drug_reaction', 'rebound headache'), ('Tylenol', 'has_positive_reaction', 'headaches'), ('Tylenol', 'has_positive_reaction', 'rebound headache')]"
"i was on 10mg of fluoxetine/prozac for 6 months. i have anxiety and depression. it helped my anxiety but not all of my depression. i still had bad mood swings, and no sex drive.  i gained 10lbs in 3 months and i am not sure if it is from meds or not.  but i am going to try natural herbal remedies before trying another med.","['prozac', 'fluoxetine']","['anxiety', 'bad mood swings', 'no sex drive', 'depression', 'gained 10lbs']","[('fluoxetine', 'has_positive_reaction', 'anxiety'), ('prozac', 'has_positive_reaction', 'anxiety'), ('fluoxetine', 'has_negative_reaction', 'depression'), ('prozac', 'has_negative_reaction', 'depression'), ('fluoxetine', 'has_negative_reaction', 'bad mood swings'), ('prozac', 'has_negative_reaction', 'bad mood swings'), ('fluoxetine', 'has_negative_reaction', 'no sex drive'), ('prozac', 'has_negative_reaction', 'no sex drive')]"
"Started taking this medication ten days ago for dysthymia (chronic depression) and IBS-A. I take 10mg of the liquid generic fluoxetine in the morning every day. I have experienced a great deal of drowsiness and hypersomnia, which was honestly pretty nice at first, as I wasn't sleeping much before due to the depression, but after a few days it became a huge inconvenience. By the second week of treatment I was constipated. At the moment I haven't had a complete bowel movement for five days and I feel bloated, crampy, and miserable. My IBS hasn't been this bad in a long time. There has been no effect on mood, although, to be fair, the medication isn't supposed to take effect for a few weeks yet. I'm planning to go off this medication and try something else.Read More Read Less",['fluoxetine'],"[""haven't had a complete bowel movement for five days"", 'crampy', 'feel bloated', 'miserable', 'dysthymia (chronic depression)', 'hypersomnia', 'IBS-A', 'drowsiness', 'constipated']","[('fluoxetine', 'has_adverse_drug_reaction', 'drowsiness'), ('fluoxetine', 'has_adverse_drug_reaction', 'hypersomnia'), ('fluoxetine', 'has_adverse_drug_reaction', 'constipated'), ('fluoxetine', 'has_adverse_drug_reaction', ""haven't had a complete bowel movement for five days""), ('fluoxetine', 'has_adverse_drug_reaction', 'feel bloated'), ('fluoxetine', 'has_adverse_drug_reaction', 'crampy'), ('fluoxetine', 'has_adverse_drug_reaction', 'miserable')]"
"Well, I've only been on the generic version (fluoxetine) for 7 days. the past 3 doses I took caused awful gastrointestinal problems. I took the medicine before bed, and 20 minutes later, it felt like a ball of acid was churning in my stomach. It was awful. it almost made me vomit. After about two hours the burning sensation lessened but at least I was able to sleep. I tried taking the dose with dinner and although the severe burning-acid feeling was gone, it still caused discomfort in the GI tract. Because it's only been a week, I haven't had a chance to experience any mood changes.Read More Read Less",['fluoxetine'],"['ball of acid was churning in my stomach', 'discomfort in the GI tract', 'awful gastrointestinal problems', 'almost made me vomit', 'burning sensation']","[('fluoxetine', 'has_adverse_drug_reaction', 'awful gastrointestinal problems'), ('fluoxetine', 'has_adverse_drug_reaction', 'ball of acid was churning in my stomach'), ('fluoxetine', 'has_adverse_drug_reaction', 'almost made me vomit'), ('fluoxetine', 'has_adverse_drug_reaction', 'burning sensation'), ('fluoxetine', 'has_adverse_drug_reaction', 'discomfort in the GI tract')]"
"I am a female in my 50s.  I took Prozac/fluoxetine for one year.  During that time I had inability to orgasm.  I suddenly realized the problem had been going on since around the time I began the drug.  I took myself off the drug and within 1 to 2 weeks had orgasms again.  I had told my problem to my gyne, my psychiatrist (prescribing doc), and my internest and none of them linked the  problem with orgasm to the drug!","['fluoxetine', 'Prozac']",['inability to orgasm'],"[('Prozac', 'has_adverse_drug_reaction', 'inability to orgasm'), ('fluoxetine', 'has_adverse_drug_reaction', 'inability to orgasm')]"
"I was always irritated and high strung, experienceing all the joys of menopause ... not!  Being on fluoxetine has made me more enjoyable to be with and much calmer, although it does have a side effect of making me tire more quickly.  At least I sleep well and don't bark at everyone anymore.",['fluoxetine'],"['irritated', 'tire more quickly', 'high strung']","[('fluoxetine', 'has_positive_reaction', 'irritated'), ('fluoxetine', 'has_positive_reaction', 'high strung'), ('fluoxetine', 'has_adverse_drug_reaction', 'tire more quickly')]"
"I began taking Prozac sometime last year and only took it for 4 weeks and I began to break out in horrible hives and swollen joints that turned into chest and abdominal pain. I began to have trouble breathing and went to the hospital. I was given an IV with an anti-inflammatory drug and some antihistamines. I was told that I had serum sickness and I was allergic to fluoxetine. I have had serum sickness once before in my life from penicillin antibiotics. Anybody who has ever had serum sickness (even to a drug totally unrelated) should never take a drug that has caused serum sickness before. Doctors need to become more aware of this before prescribing Prozac or any other drug that can cause a severe allergic reaction. Although it is very unlikely to be allergic to Prozac (as my psychiatrist said), it can happen.Read More Read Less","['fluoxetine', 'penicillin antibiotics', 'Prozac']","['serum sickness', 'horrible hives', 'chest and abdominal pain', 'swollen joints', 'trouble breathing']","[('Prozac', 'has_adverse_drug_reaction', 'horrible hives'), ('Prozac', 'has_adverse_drug_reaction', 'swollen joints'), ('Prozac', 'has_adverse_drug_reaction', 'chest and abdominal pain'), ('Prozac', 'has_adverse_drug_reaction', 'trouble breathing'), ('penicillin antibiotics', 'has_adverse_drug_reaction', 'serum sickness'), ('fluoxetine', 'has_adverse_drug_reaction', 'horrible hives'), ('fluoxetine', 'has_adverse_drug_reaction', 'swollen joints'), ('fluoxetine', 'has_adverse_drug_reaction', 'chest and abdominal pain'), ('fluoxetine', 'has_adverse_drug_reaction', 'trouble breathing')]"
I've been taking Prozac/fluoxetine for 26 years now. Was one of the earliest patients on it. Totally effective on my obsessive-compulsive disorder(OCD) problems. Helped with anxiety issues as well. Slight drop in Libido but needed that too.,"['fluoxetine', 'Prozac']","['obsessive-compulsive disorder(OCD) problems', 'Slight drop in Libido', 'anxiety issues']","[('Prozac', 'has_positive_reaction', 'obsessive-compulsive disorder(OCD) problems'), ('fluoxetine', 'has_positive_reaction', 'obsessive-compulsive disorder(OCD) problems'), ('Prozac', 'has_positive_reaction', 'anxiety issues'), ('fluoxetine', 'has_positive_reaction', 'anxiety issues'), ('Prozac', 'has_adverse_drug_reaction', 'Slight drop in Libido'), ('fluoxetine', 'has_adverse_drug_reaction', 'Slight drop in Libido')]"
"I've dealt with depression, anxiety, and paranoia for 5 years and the first 2 years of my depression were miserable. I never got help for it even after attempting suicide and being harmful to myself. The next two years were okay, my depression and such came in spurts and never as bad as before. I decided to get myself of medication just to see if I could hopefully feel better or somehow cure my illness. Doctor told me take fluoxetine once every night but the next day when I picked up my bottle it said ""once every other night"" and I assumed that's what I should do. Well it caused my depression to extremely spike up, no motivation what so ever, sleepy during the day but dealt with insomnia at night, grades to fall, panic attacks, everything you could ever imagine your lowest point would be. All this happened in the span of a month. Went back to the doctor, told him everything, and he lowered my dosage and told me to take it in the morning. Well, after 3 weeks nothing is happening, things are getting worse, and I feel as if I have no control anymore. I took myself off of it and I've been off it for about a month and it still feelings like I haven't stopped taking it except now I'm suicidal and dealing with psychotic thoughts. Prozac is a nightmare. Read More Read Less",['fluoxetine'],"['anxiety', 'insomnia at night', 'grades to fall', 'being harmful to myself', 'attempting suicide', 'no motivation', 'sleepy during the day', 'paranoia', 'psychotic thoughts', 'depression', 'panic attacks']","[('fluoxetine', 'has_negative_reaction', 'depression'), ('fluoxetine', 'has_adverse_drug_reaction', 'no motivation'), ('fluoxetine', 'has_adverse_drug_reaction', 'sleepy during the day'), ('fluoxetine', 'has_adverse_drug_reaction', 'insomnia at night'), ('fluoxetine', 'has_adverse_drug_reaction', 'grades to fall'), ('fluoxetine', 'has_adverse_drug_reaction', 'panic attacks'), ('fluoxetine', 'has_negative_reaction', 'psychotic thoughts')]"
"I've been taking Prozac/fluoxetine for 15 years now. The best part about it: while taking the drug, I am a ""better"" version of myself.  Things that happen to me when I'm not taking the drug will send me into a spiral downward; on the drug, I deal with those little setbacks like everyone else does (I believe) - the events might bother me, but I can let them go.  Downside of the drug:  Although it doesn't take away all my sexual desire, it makes it REALLY hard to have an orgasm.    Several times over the past 15 years I thought I was ""cured"" of my depression so I stopped taking the Prozac.  Like clockwork, within 5 weeks I'd be crying in a public bathroom somewhere over something silly or angry at everyone, everywhere.  For whatever reason, this stuff works great for me.Read More Read Less","['fluoxetine', 'Prozac']","['spiral downward', 'crying in a public bathroom', 'angry at everyone', 'hard to have an orgasm', 'depression']","[('Prozac', 'has_positive_reaction', 'spiral downward'), ('fluoxetine', 'has_positive_reaction', 'spiral downward'), ('Prozac', 'has_adverse_drug_reaction', 'hard to have an orgasm'), ('fluoxetine', 'has_adverse_drug_reaction', 'hard to have an orgasm'), ('Prozac', 'has_positive_reaction', 'depression'), ('fluoxetine', 'has_positive_reaction', 'depression')]"
"I've been on the generic brand for a while now and I am able to see a difference, however there are strange side effects.  About 30 min. after I take it I get very drowsy but I can't sit still long enough to go to sleep.  When I take fluoxetine at night I wake up in the middle of the night feeling restless and can't sit still.  When I forget to take it, I have horrible acid reflux because my stomach is in knots.  I haven't really decided if the pros out weigh the cons.",['fluoxetine'],"['very drowsy', 'feeling restless', 'horrible acid reflux', 'stomach is in knots', ""can't sit still""]","[('fluoxetine', 'has_adverse_drug_reaction', 'very drowsy'), ('fluoxetine', 'has_adverse_drug_reaction', 'feeling restless'), ('fluoxetine', 'has_adverse_drug_reaction', ""can't sit still""), ('fluoxetine', 'has_adverse_drug_reaction', 'horrible acid reflux'), ('fluoxetine', 'has_adverse_drug_reaction', 'stomach is in knots')]"
"I have been on prozac/fluoxetine 20mg for a couple of years. I feel this medication makes me alot slower moving and less energy than I had before besides slower thinking, plus weight gain and no sex drive. Also alot of acid reflex. I am going to just stop these meds and hope for the best.","['prozac', 'fluoxetine']","['slower thinking', 'less energy', 'slower moving', 'acid reflex', 'weight gain', 'no sex drive']","[('prozac', 'has_negative_reaction', 'slower moving'), ('fluoxetine', 'has_negative_reaction', 'slower moving'), ('prozac', 'has_negative_reaction', 'less energy'), ('fluoxetine', 'has_negative_reaction', 'less energy'), ('prozac', 'has_adverse_drug_reaction', 'slower thinking'), ('fluoxetine', 'has_adverse_drug_reaction', 'slower thinking'), ('prozac', 'has_adverse_drug_reaction', 'weight gain'), ('fluoxetine', 'has_adverse_drug_reaction', 'weight gain'), ('prozac', 'has_adverse_drug_reaction', 'no sex drive'), ('fluoxetine', 'has_adverse_drug_reaction', 'no sex drive'), ('prozac', 'has_adverse_drug_reaction', 'acid reflex'), ('fluoxetine', 'has_adverse_drug_reaction', 'acid reflex')]"
"Was on clindamycin for spider bites.  After five days my abdomen was hard and painful, the required dose was completed.  Five days later I had a major bowel bleed.  I almost died. This is a frightening drug.",['clindamycin'],"['abdomen was hard and painful', 'spider bites', 'major bowel bleed']","[('clindamycin', 'has_adverse_drug_reaction', 'abdomen was hard and painful'), ('clindamycin', 'has_adverse_drug_reaction', 'major bowel bleed')]"
I was taking this medication for cellulitis in my mouth and a abscess. Didn't seem to be working at first for my face and neck just swelled into a big balloon. Well eventually I went into the ER for the swelling and ended up a week in the hospital with clindamycin via IV 600 mg. Had no complications while on IV until I went oral form of the medication of 300 mg 4 x's a day. It made me nauseous all daytime everyday. I would wake up in the night vomiting and feel just horrible. I have a constant horrible taste in my mouth that I can't seem to rid of. I have so far been one week on it via IV and 3 days via pill form and my gums are still slightly swollen and hurt like the dickens. Read More Read Less,['clindamycin'],"['nauseous all daytime everyday', 'abscess', 'gums are still slightly swollen', 'horrible taste in my mouth', 'hurt like the dickens', 'wake up in the night vomiting', 'cellulitis in my mouth', 'swelling', 'face and neck just swelled into a big balloon']","[('clindamycin', 'has_adverse_drug_reaction', 'nauseous all daytime everyday'), ('clindamycin', 'has_adverse_drug_reaction', 'wake up in the night vomiting'), ('clindamycin', 'has_adverse_drug_reaction', 'horrible taste in my mouth'), ('clindamycin', 'has_negative_reaction', 'face and neck just swelled into a big balloon')]"
I was given this drug while awaiting oral surgery for an infected tooth.  When the tooth was removed I was put on another 8 days of clindamycin.  During this time I have developed a rash around the corners of my mouth.  Not sure if it was from the infection or the drug.  The rash is more prominent on the side where the bad tooth was.  I'm going back for a followup with my oral surgeon and will ask him then.,['clindamycin'],"['infected tooth', 'rash around the corners of my mouth']","[('clindamycin', 'has_adverse_drug_reaction', 'rash around the corners of my mouth')]"
